match_id,inning,total_runs,is_wicket,over,team1,team2,toss_winner,venue,batting_strength,bowling_strength,target_score
829715,1,0.5755262913567468,0.03021989426077607,0.16177922310338594,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,"Feroz Shah Kotla, Delhi",-0.7322650901106743,0.7628572148842713,0.5755262913567468
829717,1,0.3572045540881403,0.03021989426077607,0.16177922310338594,Mumbai Indians,Punjab Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",1.0186383891560833,-1.2848415563679223,0.3572045540881403
829719,1,0.014127538380329992,0.03021989426077607,0.16177922310338594,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,"M Chinnaswamy Stadium, Bengaluru",-1.522418804631111,-0.059646599420722396,0.014127538380329992
829721,1,-0.04825010083927188,0.03021989426077607,0.16177922310338594,Rajasthan Royals,Mumbai Indians,Mumbai Indians,"Sardar Patel Stadium, Motera",0.8008378082715636,0.9877133236792895,-0.04825010083927188
829723,1,-0.017061281229470943,0.03021989426077607,0.16177922310338594,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,"Eden Gardens, Kolkata",0.8741460466168111,1.1283599274444278,-0.017061281229470943
829725,1,-0.017061281229470943,0.03021989426077607,0.16177922310338594,Punjab Kings,Delhi Capitals,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",-1.1826083353322794,-0.8199096937833075,-0.017061281229470943
829727,1,-1.2022364264019065,0.03021989426077607,0.16177922310338594,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",0.0041424927857442164,0.7628572148842713,-1.2022364264019065
829729,1,0.5443374717469459,0.03021989426077607,0.16177922310338594,Mumbai Indians,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",1.0186383891560833,1.1283599274444278,0.5443374717469459
829731,1,0.04531635799013093,0.03021989426077607,0.16177922310338594,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",0.0041424927857442164,-0.8199096937833075,0.04531635799013093
829733,1,-0.3289494773274803,0.03021989426077607,0.16177922310338594,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",-1.1826083353322794,0.8385402325786546,-0.3289494773274803
